PERFORMANCE: {"timestamp":"2026-02-14 16:38:20","url":"\/as\/student\/SAPNA-KUMARI\/attendance","load_time":0.02683711051940918,"memory_usage":"808.75 KB","peak_memory":"2 MB","included_files":32,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 01:38:48","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.040435075759887695,"memory_usage":"1.12 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 01:42:26","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.15561199188232422,"memory_usage":"1.12 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 01:43:57","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.2033369541168213,"memory_usage":"1.12 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 01:50:15","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.19101381301879883,"memory_usage":"1.12 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 01:50:19","url":"\/as\/emp\/user\/c3R1Mjk0\/add\/course\/student","load_time":0.009856224060058594,"memory_usage":"435.38 KB","peak_memory":"4 MB","included_files":24,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 01:51:40","url":"\/as\/emp\/user\/c3R1Mjk0\/add\/course\/student","load_time":0.01317286491394043,"memory_usage":"435.38 KB","peak_memory":"4 MB","included_files":24,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 01:51:41","url":"\/as\/emp\/user\/c3R1Mjk0\/add\/course\/student","load_time":0.009330987930297852,"memory_usage":"435.38 KB","peak_memory":"2 MB","included_files":24,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 01:51:42","url":"\/as\/emp\/user\/c3R1Mjk0\/add\/course\/student","load_time":0.008524179458618164,"memory_usage":"435.38 KB","peak_memory":"2 MB","included_files":24,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 01:51:43","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.15945982933044434,"memory_usage":"1.12 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 01:51:45","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.02028799057006836,"memory_usage":"1.12 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 01:51:48","url":"\/as\/emp\/user\/c3R1Mjk0\/add-course","load_time":0.030520915985107422,"memory_usage":"1.07 MB","peak_memory":"4 MB","included_files":39,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 01:53:55","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.17754197120666504,"memory_usage":"1.12 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 01:54:09","url":"\/as\/emp\/users","load_time":0.021900177001953125,"memory_usage":"1023.92 KB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 01:54:13","url":"\/as\/emp\/QVMyMDI1MDUyNjI1OA==\/user\/Sagufata_Sahin","load_time":0.02156376838684082,"memory_usage":"1.12 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 01:57:15","url":"\/as\/emp\/QVMyMDI1MDUyNjI1OA==\/user\/Sagufata_Sahin","load_time":0.029339075088500977,"memory_usage":"1.1 MB","peak_memory":"14 MB","included_files":36,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 01:59:59","url":"\/as\/emp\/QVMyMDI1MDUyNjI1OA==\/user\/Sagufata_Sahin","load_time":0.22904014587402344,"memory_usage":"1.1 MB","peak_memory":"14 MB","included_files":36,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:00:41","url":"\/as\/emp\/QVMyMDI1MDUyNjI1OA==\/user\/Sagufata_Sahin","load_time":0.16557884216308594,"memory_usage":"1.1 MB","peak_memory":"10 MB","included_files":36,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:00:57","url":"\/as\/emp\/QVMyMDI1MDUyNjI1OA==\/user\/Sagufata_Sahin","load_time":0.17253494262695312,"memory_usage":"1.1 MB","peak_memory":"10 MB","included_files":36,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:01:24","url":"\/as\/emp\/QVMyMDI1MDUyNjI1OA==\/user\/Sagufata_Sahin","load_time":0.17700982093811035,"memory_usage":"1.1 MB","peak_memory":"6 MB","included_files":36,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:01:41","url":"\/as\/emp\/QVMyMDI1MDUyNjI1OA==\/user\/Sagufata_Sahin","load_time":0.19266200065612793,"memory_usage":"1.1 MB","peak_memory":"6 MB","included_files":36,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:01:45","url":"\/as\/emp\/QVMyMDI1MDUyNjI1OA==\/user\/Sagufata_Sahin","load_time":0.020759105682373047,"memory_usage":"1.1 MB","peak_memory":"4 MB","included_files":36,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:01:45","url":"\/as\/emp\/QVMyMDI1MDUyNjI1OA==\/user\/Sagufata_Sahin","load_time":0.02065896987915039,"memory_usage":"1.1 MB","peak_memory":"4 MB","included_files":36,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:01:46","url":"\/as\/emp\/QVMyMDI1MDUyNjI1OA==\/user\/Sagufata_Sahin","load_time":0.027355194091796875,"memory_usage":"1.1 MB","peak_memory":"4 MB","included_files":36,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:02:33","url":"\/as\/emp\/users","load_time":0.02532792091369629,"memory_usage":"1 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:02:46","url":"\/as\/emp\/courses","load_time":0.011865854263305664,"memory_usage":"830.93 KB","peak_memory":"2 MB","included_files":33,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:02:49","url":"\/as\/emp\/employees","load_time":0.017688989639282227,"memory_usage":"996.53 KB","peak_memory":"2 MB","included_files":36,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:02:52","url":"\/as\/emp\/categories","load_time":0.014766931533813477,"memory_usage":"838.94 KB","peak_memory":"2 MB","included_files":33,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:02:56","url":"\/as\/emp\/lessons","load_time":0.01795196533203125,"memory_usage":"1004.52 KB","peak_memory":"2 MB","included_files":36,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:03:05","url":"\/as\/emp\/users","load_time":0.016257047653198242,"memory_usage":"1 MB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:03:10","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.017203092575073242,"memory_usage":"1.12 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:04:05","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.18158411979675293,"memory_usage":"1.12 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:04:08","url":"\/as\/emp\/user\/c3R1Mjk0\/add-course","load_time":0.02203083038330078,"memory_usage":"1.07 MB","peak_memory":"4 MB","included_files":39,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:06:00","url":"\/as\/emp\/user\/c3R1Mjk0\/add-course","load_time":0.031362056732177734,"memory_usage":"1.07 MB","peak_memory":"4 MB","included_files":39,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:06:57","url":"\/as\/emp\/user\/c3R1Mjk0\/add-course","load_time":0.04319500923156738,"memory_usage":"1.07 MB","peak_memory":"4 MB","included_files":39,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:07:01","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.17908215522766113,"memory_usage":"1.12 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:07:12","url":"\/as\/emp\/user\/c3R1Mjk0\/edit\/student","load_time":0.021422863006591797,"memory_usage":"1.06 MB","peak_memory":"2 MB","included_files":39,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:07:52","url":"\/as\/emp\/users","load_time":0.0215299129486084,"memory_usage":"1 MB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:08:12","url":"\/as\/emp\/reports","load_time":0.017784833908081055,"memory_usage":"980.52 KB","peak_memory":"2 MB","included_files":36,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:08:13","url":"\/as\/emp","load_time":0.019443035125732422,"memory_usage":"908.56 KB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:08:24","url":"\/as\/emp\/users","load_time":0.014653921127319336,"memory_usage":"1 MB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:08:27","url":"\/as\/emp","load_time":0.01820206642150879,"memory_usage":"908.55 KB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:08:28","url":"\/as\/emp\/users","load_time":0.012684106826782227,"memory_usage":"1 MB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:08:32","url":"\/as\/emp","load_time":0.019385814666748047,"memory_usage":"908.56 KB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:08:37","url":"\/as\/emp\/users","load_time":0.01578807830810547,"memory_usage":"1 MB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:09:56","url":"\/as\/emp\/users","load_time":0.12936687469482422,"memory_usage":"1 MB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:09:57","url":"\/as\/emp\/users","load_time":0.032536983489990234,"memory_usage":"1 MB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:09:58","url":"\/as\/emp\/users","load_time":0.01772904396057129,"memory_usage":"1 MB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:10:00","url":"\/as\/emp\/users","load_time":0.018079042434692383,"memory_usage":"1 MB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:10:14","url":"\/as\/emp\/users","load_time":0.13187909126281738,"memory_usage":"1 MB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:10:15","url":"\/as\/emp\/users","load_time":0.017616987228393555,"memory_usage":"1 MB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:10:16","url":"\/as\/emp\/users","load_time":0.01658797264099121,"memory_usage":"1 MB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 02:10:17","url":"\/as\/emp\/users","load_time":0.019387006759643555,"memory_usage":"1 MB","peak_memory":"2 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:03:45","url":"\/as\/emp\/users","load_time":0.021751880645751953,"memory_usage":"1 MB","peak_memory":"12 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:03:58","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.018141984939575195,"memory_usage":"1.12 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:11:31","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.024316072463989258,"memory_usage":"1.12 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:12:00","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.025693893432617188,"memory_usage":"1.12 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:14:01","url":"\/as\/emp\/enrollments","load_time":0.018717050552368164,"memory_usage":"1012.53 KB","peak_memory":"10 MB","included_files":36,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:19:52","url":"\/as\/emp\/enrollments","load_time":0.021975994110107422,"memory_usage":"1012.61 KB","peak_memory":"6 MB","included_files":36,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:26:42","url":"\/as\/emp\/users","load_time":0.050163984298706055,"memory_usage":"1 MB","peak_memory":"14 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:26:45","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.016707897186279297,"memory_usage":"1.12 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:32:07","url":"\/as\/emp\/users","load_time":0.016852140426635742,"memory_usage":"1 MB","peak_memory":"12 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:32:10","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.12087392807006836,"memory_usage":"1.13 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:32:28","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.12263202667236328,"memory_usage":"1.13 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:34:34","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.17659592628479004,"memory_usage":"1.13 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:37:52","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.1343669891357422,"memory_usage":"1.13 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:38:54","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.12874197959899902,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:40:00","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.14483904838562012,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:41:13","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.13619112968444824,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:41:45","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.13114714622497559,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:42:23","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.12744688987731934,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:42:51","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.023732900619506836,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:43:55","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.13992094993591309,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:46:00","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.18988990783691406,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:46:27","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.19376087188720703,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:47:33","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.020110130310058594,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:48:46","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.1893329620361328,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:49:19","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.12887907028198242,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:52:53","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.02102208137512207,"memory_usage":"1.14 MB","peak_memory":"8 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:53:11","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.020910024642944336,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:53:48","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.019763946533203125,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:54:54","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.019165992736816406,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:58:36","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.10089802742004395,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 04:58:55","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.038990020751953125,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:01:05","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.04986882209777832,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:01:43","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.021887779235839844,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:02:10","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.016399860382080078,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:08:42","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.6733849048614502,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:13:55","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.018496036529541016,"memory_usage":"1.14 MB","peak_memory":"14 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:16:52","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.02310013771057129,"memory_usage":"1.14 MB","peak_memory":"14 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:17:47","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.01905512809753418,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:18:04","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.0178530216217041,"memory_usage":"1.14 MB","peak_memory":"4 MB","included_files":37,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:22:06","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.0697178840637207,"memory_usage":"823.71 KB","peak_memory":"2 MB","included_files":31,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:25:28","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.11643695831298828,"memory_usage":"1.17 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:25:39","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.024936199188232422,"memory_usage":"1.17 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:26:25","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.12873387336730957,"memory_usage":"1.17 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:26:28","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.021490812301635742,"memory_usage":"1.17 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:28:19","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.17317700386047363,"memory_usage":"1.17 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:31:04","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.06463909149169922,"memory_usage":"1.17 MB","peak_memory":"14 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:32:04","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.06371593475341797,"memory_usage":"1.17 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:32:39","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.1327049732208252,"memory_usage":"1.17 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:48:24","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.5097498893737793,"memory_usage":"1.17 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:49:37","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.12861204147338867,"memory_usage":"1.17 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:52:30","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.13036704063415527,"memory_usage":"1.17 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 05:52:51","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.1293940544128418,"memory_usage":"1.17 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 06:00:31","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.0735311508178711,"memory_usage":"1.17 MB","peak_memory":"14 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 06:01:23","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.06604409217834473,"memory_usage":"1.17 MB","peak_memory":"14 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 06:01:51","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.06814193725585938,"memory_usage":"1.17 MB","peak_memory":"14 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 06:02:16","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.1378469467163086,"memory_usage":"1.17 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 06:02:25","url":"\/as\/emp\/users","load_time":0.12875103950500488,"memory_usage":"1.03 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 06:02:39","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.01961207389831543,"memory_usage":"1.17 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 06:04:29","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.14093613624572754,"memory_usage":"1.17 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 06:06:17","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.1776139736175537,"memory_usage":"1.18 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 06:06:22","url":"\/as\/emp\/user\/c3R1Mjk0\/add-course","load_time":0.2659759521484375,"memory_usage":"1.1 MB","peak_memory":"4 MB","included_files":40,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 06:06:26","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.020730018615722656,"memory_usage":"1.18 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 06:08:07","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.13521695137023926,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 06:12:11","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.13562703132629395,"memory_usage":"1.16 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 06:12:42","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.12862801551818848,"memory_usage":"1.16 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
PERFORMANCE: {"timestamp":"2026-02-19 06:13:24","url":"\/as\/emp\/c3R1Mjk0\/user\/Krrishn_Kumar","load_time":0.12668299674987793,"memory_usage":"1.15 MB","peak_memory":"4 MB","included_files":38,"ip":"::1"}
